Name,Lat,Long
" Pregnancy Resource Center
"," 41.5245
"," -88.1343
"
" Pregnancy Resource Center
"," 40.5504
"," -89.6106
"
" Pregnancy Resource Center
"," 39.4057
"," -88.7915
"
" Pregnancy Resource Center
"," 39.1603
"," -89.4937
"
" Pregnancy Resource Center
"," 41.1197
"," -87.8894
"
" Pregnancy Resource Center
"," 40.5159
"," -88.9553
"
" The Women's Center
"," 41.716
"," -87.6823
"
" Avenue Women's Center
"," 41.9628
"," -87.9777
"
" Avenue Women's Center
"," 41.8586
"," -88.1001
"
" Avenue Women's Center
"," 41.7314
"," -88.2069
"
" Choices Pregnancy & Health
"," 39.6128
"," -87.6842
"
" Choices Pregnancy & Health
"," 39.483
"," -88.3659
"
" Mosaic Pregnancy & Health Centers
"," 38.7236
"," -90.1152
"
" Pregnancy Matters
"," 37.7257
"," -88.9335
"
" Avenue Women's Center
"," 41.9036
"," -87.9403
"
" The Women's Center
"," 42.0033
"," -87.8664
"
" Caris
"," 41.8835
"," -87.6258
"
" Choices Pregnancy & Health
"," 39.4997
"," -88.1853
"
" Waterleaf
"," 41.7611
"," -88.2279
"
" True to Life Foundation
"," 41.7371
"," -87.5822
"
" Tri-State Family Services
"," 40.415
"," -91.1344
"
" Sparta Pregnancy Care Center
"," 38.1248
"," -89.7011
"
" South Suburban Life Resource Center
"," 41.4432
"," -87.6282
"
" Pregnancy Matters
"," 37.7242
"," -89.1989
"
" Pregnancy Care Center
"," 38.512
"," -89.9889
"
" Jabez Pregnancy Center
"," 38.672
"," -88.4784
"
" Birthright of Joliet
"," 41.5284
"," -88.1315
"
" Family Resource Center of Zion
"," 42.4316
"," -87.826
"
" Life Network of Southern Illinois
"," 38.3487
"," -90.1503
"
" Lighthouse Pregnancy & Health Services
"," 38.9754
"," -89.1137
"
" Loving Arms A Crisis Pregnancy Center
"," 39.5531
"," -89.2935
"
" First Step Women's Center
"," 39.816
"," -89.6541
"
" Corbella Clinic
"," 41.9941
"," -88.2928
"
" The Pregnancy Care Center of Rockford
"," 42.267
"," -89.0334
"
" Gianna's House Pregnancy Resource Center
"," 41.7737
"," -89.7026
"
" Care Net Pregnancy Services of Quincy Illinois
"," 39.9264
"," -91.4031
"
" Hope Pregnancy Center
"," 40.8796
"," -88.6285
"
" Southside Pregnancy Center
"," 41.7269
"," -87.7406
"
" Pregnancy Care Clinic
"," 38.6288
"," -88.9464
"
" Woman's Hope Center
"," 38.3167
"," -88.9023
"
" Hope Pregnancy & Resource Center
"," 38.4122
"," -87.7625
"
" Pregnancy Resources
"," 41.4737
"," -90.5074
"
" Hope Unlimited Family Care Center
"," 37.145
"," -88.7209
"
" Abigail Women's Center
"," 41.5582
"," -89.1163
"
" Women's Care Center
"," 41.8193
"," -87.8704
"
" 1st Way Life Center
"," 42.3821
"," -88.2375
"
" Pregnancy Resource Center
"," 39.7458
"," -90.2562
"
" Relevant Pregnancy Options Center
"," 38.7489
"," -89.6865
"
" Bond County Pregnancy Support Center
"," 38.8915
"," -89.4124
"
" Options Now - Thrive Metro East
"," 38.9419
"," -90.1794
"
" Avenue Women's Center
"," 41.8603
"," -88.0303
"
" Women's Pregnancy Center
"," 40.9618
"," -90.3906
"
" Freeport Pregnancy Center
"," 42.2979
"," -89.6232
"
" Compassion Pregnancy Center
"," 38.3789
"," -88.3598
"
" Life Choices
"," 42.052
"," -88.271
"
" Family Life Center
"," 39.129
"," -88.5512
"
" Aid for Women
"," 42.0665
"," -87.898
"
" We Care Pregnancy Clinic
"," 41.9325
"," -88.7472
"
" New Life Pregnancy Center
"," 39.8777
"," -88.9345
"
" Informed Choices Pregnancy & Parenting
"," 42.2245
"," -88.3135
"
" PASS Network for Life
"," 41.5785
"," -87.7847
"
" The Women's Center
"," 41.9741
"," -87.7484
"
" Aid for Women
"," 41.8819
"," -87.6248
"
" Pregnancy Resource Center
"," 40.1415
"," -88.2373
"
" Choices Pregnancy & Health
"," 39.3038
"," -87.9978
"
" Women's Care Clinic
"," 40.1331
"," -87.6332
"
" Spoon River Pregnancy Center
"," 40.5578
"," -90.0348
"
" River Valley Pregnancy Resource Center
"," 41.1438
"," -87.8628
"
" Mosaic Pregnancy & Health Centers
"," 38.5186
"," -89.9376
"
" Pregnancy Information Center
"," 41.7612
"," -88.3237
"
" Hope's Place Pregnancy Support Center
"," 45.1757
"," -113.891
"
" Birthright
"," 43.4819
"," -111.995
"
" Birthright
"," 47.6736
"," -116.773
"
" Birthright
"," 43.6313
"," -116.224
"
" Stanton Healthcare
"," 43.6532
"," -116.255
"
" A Blessed Beginning Pregnancy Care
"," 48.6917
"," -116.316
"
" Stanton Healthcare Magic Valley Pregnancy Resource Center
"," 42.56
"," -114.464
"
" Life Choices Pregnancy Center
"," 48.277
"," -116.548
"
" Compassion and Hope Pregnancy Center
"," 42.8631
"," -112.433
"
" Lifeline Pregnancy Care Center
"," 43.5692
"," -116.573
"
" WISH Medical
"," 46.7355
"," -117.023
"
" Life Choices Clinic
"," 46.408
"," -117.003
"
" Reliance Ministries Inc.
"," 46.4202
"," -117.023
"
" Hope Pregnancy Resource Center
"," 47.5426
"," -116.125
"
" Hope Center
"," 46.228
"," -116.03
"
" Hope Center
"," 45.9266
"," -116.122
"
" Lifeline Pregnancy Care Center
"," 43.6657
"," -116.692
"
" Open Arms PCC and Real Choices Clinic Inc.
"," 47.692
"," -116.791
"
" Path Pregnancy Clinic
"," 43.5981
"," -116.198
"
" Women's Choice Center of the Quad Cities
"," 41.5497
"," -90.4959
"
" Pregnancy Resources
"," 41.5457
"," -90.6156
"
" Pregnancy Center of Southwest Iowa
"," 41.0108
"," -95.2295
"
" Pregnancy Center of Central Iowa
"," 41.6992
"," -93.0618
"
" The Pregnancy Center
"," 41.848
"," -90.2011
"
" Pathways of Pella
"," 41.4056
"," -92.9167
"
" Mary's Choice
"," 42.4794
"," -96.3497
"
" The Lighthouse Center of Hope
"," 42.5194
"," -93.2623
"
" Lc Clinic
"," 41.5024
"," -94.3186
"
" Lc Clinic
"," 41.0449
"," -94.3707
"
" InnerVisions HealthCare
"," 41.5914
"," -93.7705
"
" Informed Choice of Iowa
"," 41.652
"," -91.5316
"
" Informed Choice of Iowa
"," 42.5012
"," -94.1868
"
" Informed Choice of Iowa
"," 40.7966
"," -91.1106
"
" Informed Choice of Iowa
"," 42.0079
"," -93.6155
"
" Hope Pregnancy Center
"," 40.7265
"," -92.8704
"
" Hope for Life Pregnancy Center
"," 43.0718
"," -92.6748
"
" Her Health Women’s Center
"," 42.4517
"," -96.3319
"
" Heartland Pregnancy Center
"," 41.0178
"," -92.4112
"
" The Growing Place
"," 41.2907
"," -92.6479
"
" Gabriel’s Corner Crisis Pregnancy Center
"," 41.2601
"," -95.8672
"
" Cradle Of Hope Pregnancy Resource Center
"," 41.2944
"," -91.6915
"
" Cradle Of Hope Pregnancy Resource Center
"," 40.9619
"," -91.5332
"
" Cradle Of Hope Pregnancy Resource Center
"," 40.6331
"," -91.3371
"
" Cradle Of Hope Pregnancy Resource Center
"," 41.0039
"," -91.9528
"
" Cornerstone for Life
"," 42.6372
"," -95.1858
"
" Clarity Clinic
"," 42.5073
"," -90.7227
"
" Cherish Center
"," 43.3369
"," -95.1507
"
" Caring Pregnancy Center
"," 43.1381
"," -93.2143
"
" Bridgehaven Pregnancy Support Center
"," 41.9914
"," -91.6612
"
" Birthright of Spencer
"," 43.1423
"," -95.1441
"
" Birthright of Siouxland
"," 42.4976
"," -96.4046
"
" Birthright of Marshalltown
"," 42.0494
"," -92.9115
"
" Birthright of Knoxville
"," 41.32
"," -93.0979
"
" Birthright of Keokuk
"," 40.3964
"," -91.3827
"
" Birthright of Iowa City
"," 41.6588
"," -91.5308
"
" Birthright of Dubuque
"," 42.5014
"," -90.6683
"
" Birthright
"," 41.6146
"," -93.6982
"
" Birthright
"," 41.5401
"," -90.5776
"
" Birthright of Council Bluffs
"," 41.2665
"," -95.8405
"
" Birthright of Cedar Rapids
"," 42.0273
"," -91.6368
"
" Birthright of Cedar Falls
"," 42.5053
"," -92.407
"
" Birthright
"," 40.7985
"," -91.1003
"
" Birthright of Ames
"," 42.0223
"," -93.6515
"
" Bethany Christian Services
"," 43.0053
"," -96.0564
"
" Alternatives Pregnancy Center
"," 42.4918
"," -92.3776
"
" Alpha Women’s Center
"," 41.5514
"," -93.5964
"
" Alpha Women’s Center
"," 41.7311
"," -93.6224
"
" Agape Pregnancy Center
"," 41.6179
"," -93.6478
"
" Pregnancy Problem Center
"," 21.3877
"," -157.956
"
" Pregnancy Problem Center
"," 21.3243
"," -157.876
"
" The Pregnancy Center
"," 19.6483
"," -156
"
" A Place for Women in Waipio
"," 21.4121
"," -157.999
"
" Malama Pregnancy Center of Maui
"," 20.8898
"," -156.5
"
" Aloha Pregnancy Care and Counseling Center
"," 21.4184
"," -157.801
"
" Thrive
"," 32.0268
"," -81.0958
"
" The HOPE Center
"," 34.0835
"," -84.5403
"
" Come Alive Ministries
"," 33.9896
"," -83.725
"
" Come Alive Ministries
"," 33.9969
"," -83.7248
"
" Augusta Care Pregnancy Center - Waynesboro
"," 33.0915
"," -82.0121
"
" CORE Healthcare for Women of Central Georgia
"," 32.61
"," -83.6854
"
" First Choice Georgia Pregnancy Clinic
"," 32.2082
"," -82.3896
"
" Birthright of Valdosta
"," 30.8471
"," -83.2999
"
" Options Now
"," 30.857
"," -83.2924
"
" Atlanta Women's Clinic
"," 33.8444
"," -84.2547
"
" Women's First Choice Medical Center
"," 31.46
"," -83.5091
"
" First Option Care
"," 30.8411
"," -83.981
"
" Heritage Pregnancy Center Inc.
"," 32.887
"," -84.3318
"
" Pregnancy Resource Center
"," 33.7606
"," -85.2941
"
" Alpha Pregnancy Center- Worth
"," 31.5309
"," -83.8411
"
" Pregnancy Resource Center of Chattooga County
"," 34.478
"," -85.3489
"
" Choices of the Heart
"," 32.4426
"," -81.7724
"
" Skylark
"," 30.7796
"," -81.6163
"
" Savannah Care Center
"," 32.059
"," -81.0978
"
" Coastal Pregnancy Center
"," 32.0242
"," -81.0714
"
" ABC Women's Clinic
"," 32.9782
"," -82.805
"
" Pregnancy Aid
"," 34.009
"," -84.3584
"
" Haven Health Clinic for Women
"," 34.2774
"," -85.1897
"
" Women's Enrichment Center
"," 34.9123
"," -85.1306
"
" Pregnancy Care Center of Rincon
"," 32.268
"," -81.2234
"
" Pregnancy Care Center of Richmond Hill
"," 31.9457
"," -81.3118
"
" Coweta Pregnancy Services
"," 33.3764
"," -84.801
"
" Hope House Pregnancy Care Center
"," 31.1743
"," -83.7798
"
" Women's Health and Wellness Clinic of Walton
"," 33.7878
"," -83.7156
"
" Crossroads Pregnancy Center
"," 33.0757
"," -83.226
"
" Pregnancy Resource Center of Henry County
"," 33.4829
"," -84.1894
"
" First Care Women's Clinic
"," 33.951
"," -84.5343
"
" Women's Pregnancy Center
"," 33.9504
"," -84.5281
"
" The Saint Maximilian Kolbe Center for Life
"," 32.8362
"," -83.6392
"
" CORE Healthcare for Women of Central Georgia
"," 32.8383
"," -83.6374
"
" Women's Health and Wellness Clinic of Walton
"," 33.809
"," -83.8767
"
" Pregnancy Resource Center of Lee County
"," 31.7182
"," -84.1628
"
" Obria Medical Clinics- Gwinnett
"," 33.96
"," -84.0074
"
" First Choice Women's Center
"," 33.0363
"," -85.037
"
" Cobb Pregnancy Resource Center
"," 34.0395
"," -84.6046
"
" Pregnancy Center of Jonesboro
"," 33.5183
"," -84.3547
"
" Women's Clinic of Atlanta
"," 34.0207
"," -84.2804
"
" Skylark
"," 31.6061
"," -81.887
"
" Hope Resource Center
"," 34.1132
"," -83.5844
"
" North Georgia Pregnancy Center
"," 34.4566
"," -84.4091
"
" Butts County Pregnancy Center
"," 33.2936
"," -83.9645
"
" Paulding Pregnancy Services
"," 33.891
"," -84.7495
"
" Hart Life Pregnancy Care Center
"," 34.3538
"," -82.9349
"
" First Call Pregnancy Center
"," 33.5768
"," -83.2006
"
" Choices Pregnancy Care Center
"," 34.3059
"," -83.8251
"
" The Pregnancy Center of Monroe County
"," 33.0345
"," -83.9385
"
" Pregnancy Aid
"," 33.6213
"," -84.372
"
" Choices Pregnancy Care Center
"," 34.1805
"," -83.845
"
" Fayette Pregnancy Resource Center
"," 33.4496
"," -84.4485
"
" Pregnant Choices Medical Clinic
"," 33.5388
"," -82.1299
"
" Toccoa Life Pregnancy Resource Center
"," 34.5454
"," -83.2741
"
" Safe Choice Pregnancy Care Center
"," 34.6917
"," -84.4809
"
" ABC Women's Clinic
"," 32.5371
"," -82.908
"
" PRC Medical
"," 33.724
"," -84.7291
"
" Pregnancy Resources of Doraville
"," 33.9003
"," -84.281
"
" Alpha Pregnancy Center of Southwest Georgia
"," 31.0465
"," -84.8925
"
" Women's Clinic of Atlanta
"," 33.7758
"," -84.2939
"
" Alpha Pregnancy Center- Dawson
"," 31.7734
"," -84.4444
"
" Women's Enrichment Center
"," 34.7705
"," -84.9685
"
" Dahlonega Care Center
"," 34.5382
"," -83.9865
"
" Cumming Women's Center
"," 34.2084
"," -84.1471
"
" Newton Pregnancy Resource Center
"," 33.601
"," -83.8425
"
" Habersham Life Crisis Pregnancy Center
"," 34.5113
"," -83.5295
"
" Refuge Pregnancy Center
"," 33.6771
"," -84.0094
"
" Seneca Choices for Life
"," 32.5015
"," -84.9589
"
" Sound Choices Pregnancy Clinic
"," 32.4716
"," -84.9537
"
" Cleveland Care Center
"," 34.592
"," -83.763
"
" Women's Enrichment Center
"," 34.7679
"," -84.7699
"
" Life Matters Outreach Pregnancy Care Center
"," 34.0186
"," -85.2514
"
" Bartow Family Resources
"," 34.1621
"," -84.8004
"
" Pregnancy Resource Center
"," 33.5763
"," -85.0734
"
" Franklin Life Pregnancy Resource Center Inc.
"," 34.3656
"," -83.2302
"
" Calhoun Pregnancy Center Inc.
"," 34.4804
"," -84.9297
"
" First Option Care
"," 30.8654
"," -84.2012
"
" Skylark
"," 31.1953
"," -81.4877
"
" First Call Pregnancy Center North Georgia
"," 34.8824
"," -84.2909
"
" Women's Enrichment Center
"," 34.8701
"," -83.9593
"
" Georgia Mountain Pregnancy Center
"," 34.8737
"," -83.9638
"
" West Augusta Care Pregnancy Center
"," 33.4997
"," -82.0812
"
" Augusta Care Pregnancy Center
"," 33.4699
"," -81.9481
"
" Birthright of Atlanta
"," 33.8837
"," -84.3077
"
" Atlanta Women's Care Clinic
"," 33.7546
"," -84.3804
"
" Atlanta Care Center
"," 33.801
"," -84.3934
"
" Athens Pregnancy Center
"," 33.9619
"," -83.4129
"
" Hands of Hope Pregnancy & Resources Center
"," 32.0687
"," -84.2379
"
" Alpha Pregnancy Center
"," 31.606
"," -84.197
"
" Community Pregnancy Clinic
"," 26.1816
"," -81.7922
"
" Options for Women Pregnancy Help Clinic
"," 27.8954
"," -81.84
"
" Pregnancy Care Center
"," 28.8125
"," -81.8866
"
" Birthline/Lifeline Pregnancy Care Centers
"," 26.5286
"," -80.0617
"
" The Nest A Women's Center
"," 30.6371
"," -81.6059
"
" A Center for Women/Life for Kids
"," 28.6001
"," -81.3858
"
" LifeChoice Pregnancy Center
"," 28.0225
"," -81.7245
"
" Tri-County Pregnancy Center
"," 29.3868
"," -82.4522
"
" First Care Women's Clinic
"," 26.7601
"," -80.1019
"
" Oasis Pregnancy Care Centers
"," 28.2423
"," -82.3265
"
" Choices Family Resource Centers - Wauchula
"," 27.5363
"," -81.8141
"
" Women's Care Center
"," 27.6379
"," -80.417
"
" Care Net Pregnancy Center of Indian River County
"," 27.643
"," -80.4007
"
" Pregnancy Solutions - Venice
"," 27.0996
"," -82.4364
"
" Venice Area Pregnancy Care Center
"," 27.103
"," -82.4503
"
" BETA Crisis Pregnancy Care Center
"," 28.6156
"," -80.8125
"
" A Woman's Place Medical Clinic
"," 28.1235
"," -82.7414
"
" A Woman's Place Medical Clinic - USF
"," 28.0775
"," -82.4256
"
" Assure Women's Center
"," 28.0812
"," -82.452
"
" A Woman's Place Medical Clinic
"," 27.9446
"," -82.4978
"
" A Women's Place
"," 28.0627
"," -82.4023
"
" Knights Women's Center
"," 28.0695
"," -82.4361
"
" Foundations of Life Pregnancy Center
"," 28.007
"," -82.484
"
" The Women's Clinic of Tallahassee
"," 30.4282
"," -84.2366
"
" Pregnancy Help and Information Center
"," 30.4258
"," -84.2786
"
" A Women's Pregnancy Center
"," 30.4385
"," -84.2989
"
" Pregnancy Care Center
"," 27.2148
"," -80.26
"
" Life Services
"," 29.8951
"," -81.3171
"
" St. Gerard Campus
"," 29.8761
"," -81.3249
"
" Caring Choices Pregnancy Services
"," 29.9393
"," -81.339
"
" Bay Area Pregnancy Center
"," 27.8243
"," -82.6893
"
" Mary's Outreach for Women Inc.
"," 27.7706
"," -82.6899
"
" Foundations of Life Pregnancy Center
"," 27.7843
"," -82.6545
"
" JMJ Pregnancy Center
"," 28.2525
"," -81.3099
"
" A New Generation Pregnancy Center
"," 28.5302
"," -82.5115
"
" Foundations of Life Pregnancy Center
"," 28.4864
"," -82.5813
"
" Sarasota Medical Pregnancy Center- Tamiami Trail
"," 27.3094
"," -82.5303
"
" Community Pregnancy Clinic
"," 27.3424
"," -82.5422
"
" My Choice Pregnancy Center
"," 27.3799
"," -82.5564
"
" Sarasota Medical Pregnancy Center
"," 27.3179
"," -82.5344
"
" The Pregnancy Center of Sanford
"," 28.8034
"," -81.2733
"
" SouthShore
"," 27.7151
"," -82.3924
"
" Birthline/Lifeline Pregnancy Care Centers
"," 26.7792
"," -80.0569
"
" Care Net Pregnancy Services of the Treasure Coast
"," 27.191
"," -80.2511
"
" Care Net Pregnancy Services of the Treasure Coast
"," 27.3416
"," -80.3249
"
" Pregnancy Careline Center Inc.
"," 27.0083
"," -82.1368
"
" Pregnancy Solutions- Port Charlotte
"," 26.9879
"," -82.1029
"
" Pregnancy Care Center of Plant City
"," 28.0173
"," -82.1234
"
" A Woman's Place Medical Clinic - Pinellas Park Center
"," 27.845
"," -82.7282
"
" Alpha Center Inc
"," 30.495
"," -87.1673
"
" Pregnancy Resource Center of Panama City
"," 30.162
"," -85.6618
"
" Eve's HopeWomen's Pregnancy Center
"," 25.6286
"," -80.3399
"
" North River Care
"," 27.522
"," -82.5752
"
" A Women's Resource Center
"," 29.6485
"," -81.6647
"
" The Pregnancy Center of  Oviedo
"," 28.6768
"," -81.209
"
" Safe Harbor Pregnancy Medical Center
"," 30.437
"," -87.2098
"
" JMJ Pregnancy Center
"," 28.5529
"," -81.399
"
" First Life Center for Pregnancy
"," 28.5106
"," -81.4254
"
" ThriVe Orlando Express Women's Health Center
"," 28.5715
"," -81.2363
"
" Choices Women's Clinic
"," 28.5531
"," -81.4045
"
" Pregnancy Center of Okeechobee
"," 27.2426
"," -80.8207
"
" Alpha Center for Women
"," 29.1884
"," -82.1413
"
" Women's Pregnancy Center
"," 29.1874
"," -82.1151
"
" Pregnancy Solutions - North Port
"," 27.042
"," -82.2338
"
" North Miami Pregnancy Help Medical Clinic
"," 25.8901
"," -80.1851
"
" Hope Women's Centers
"," 26.2178
"," -80.2205
"
" West Pasco Pregnancy Center
"," 28.237
"," -82.7192
"
" Pregnancy Resource Center of Navarre
"," 30.4026
"," -86.9061
"
" Community Pregnancy Clinics
"," 26.1527
"," -81.7954
"
" PRC of SW Florida Clinic
"," 26.2689
"," -81.6911
"
" Pregnancy Resource Center of Milton
"," 30.6431
"," -87.0432
"
" First Coast Women’s Services
"," 30.1149
"," -81.7771
"
" PWP Life Center
"," 25.9009
"," -80.3044
"
" North Dade Pregnancy Help Center
"," 25.9279
"," -80.2265
"
" Pregnancy Help Medical Clinic - Flagler
"," 25.7718
"," -80.268
"
" Grace Women's Care Center
"," 25.6724
"," -80.3678
"
" Kendall Pregnancy Help Medical Clinic
"," 25.6749
"," -80.3692
"
" Heartbeat of Miami
"," 25.8058
"," -80.3125
"
" The Right Service
"," 25.7797
"," -80.1937
"
" South Dade Pregnancy Help Center
"," 25.7373
"," -80.3681
"
" Alternative Pregnancy Center
"," 28.3562
"," -80.7036
"
" Pregnancy Resources
"," 28.11
"," -80.6214
"
" Birthright of Melbourne
"," 28.0775
"," -80.607
"
" A Women's Pregnancy Center of Marianna
"," 30.7757
"," -85.2235
"
" First Coast Women's Services - Mandarin County
"," 30.1711
"," -81.6287
"
" First Coast Women's Services - Baker County
"," 30.2782
"," -82.1217
"
" Guiding Star Tampa
"," 28.1415
"," -82.4999
"
" A Woman's Place Medical Clinic
"," 27.9173
"," -82.7681
"
" Oasis Pregnancy Care Centers
"," 28.2106
"," -82.4611
"
" Options for Women
"," 28.0588
"," -81.964
"
" A Woman's Choice
"," 28.0408
"," -81.9398
"
" Options for Women Pregnancy Help Clinic
"," 27.9848
"," -81.9587
"
" First Care Women's Clinic - Lake Worth Clinic
"," 26.6197
"," -80.1481
"
" Choices Pregnancy Care Program
"," 27.91
"," -81.5873
"
" New Beginnings
"," 27.2833
"," -81.3124
"
" Pregnancy Care Center of Lake City
"," 30.1898
"," -82.6438
"
" Osceola Pregnancy Center
"," 28.3078
"," -81.4179
"
" JMJ Pregnancy Center
"," 28.3383
"," -81.3955
"
" Answers Resource Facility Inc
"," 29.7869
"," -82.0288
"
" Pregnancy Care Center
"," 30.3112
"," -82.9733
"
" Pregnancy Care Center of Jasper
"," 30.5217
"," -82.9568
"
" First Coast Women's Services - Beach Center
"," 30.2906
"," -81.3924
"
" Women's Care Center
"," 30.2899
"," -81.6017
"
" Lifeline Resources Inc.
"," 30.2786
"," -81.5584
"
" Baby Luv Pregnancy Center
"," 30.2467
"," -81.7139
"
" Women’s Help Center
"," 30.2999
"," -81.6231
"
" Women's Help Center
"," 30.2808
"," -81.6024
"
" Emergency Pregnancy Services
"," 30.3522
"," -81.5834
"
" Emergency Pregnancy Services
"," 30.3089
"," -81.6922
"
" The Nest Women's Center
"," 30.3291
"," -81.7878
"
" Pregnancy & Family Life Center of Citrus County
"," 28.8368
"," -82.3337
"
" Citrus Pregnancy Center
"," 28.8398
"," -82.3438
"
" Immokalee Pregnancy Center Inc.
"," 26.4181
"," -81.4281
"
" Pregnancy & Family Life Center of Citrus County
"," 28.8333
"," -82.5841
"
" South Broward Pregnancy Help Center
"," 26.0106
"," -80.1912
"
" CrossRds Pregnancy Center
"," 29.8366
"," -82.6018
"
" Pregnancy Help Medical Clinic
"," 25.8664
"," -80.2904
"
" The Pregnancy Center of Gadsden County
"," 30.6245
"," -84.4135
"
" A Woman's Answer Medical Center
"," 29.6501
"," -82.3769
"
" Sira
"," 29.6604
"," -82.3397
"
" LIFE Inc. (HB)
"," 30.4068
"," -86.6179
"
" Ronda Coon Women's Home
"," 30.4607
"," -86.633
"
" Pregnancy Care Center Inc.
"," 27.4432
"," -80.3349
"
" Community Pregnancy Clinic
"," 26.5573
"," -81.8986
"
" Central Broward Pregnancy Help Center
"," 26.1424
"," -80.1385
"
" Life's Choices of Lake County
"," 28.8354
"," -81.6847
"
" PRC Clinic
"," 26.4322
"," -81.7901
"
" Central Florida Pregnancy Center Inc.
"," 28.9475
"," -81.2433
"
" Grace House Pregnancy Center
"," 29.0351
"," -81.3051
"
" Grace House Pregnancy Center - DeLand
"," 29.0331
"," -81.3039
"
" Resources for Women
"," 29.2
"," -81.0167
"
" Hope Women's Centers
"," 26.1659
"," -80.1354
"
" Hope Women's Centers
"," 26.0932
"," -80.2522
"
" Cornerstone Center for Women
"," 28.3644
"," -82.1951
"
" Foundations of Life
"," 28.3649
"," -82.1914
"
" Citrus Pregnancy Center
"," 28.8994
"," -82.5897
"
" New Life Pregnancy & Resource Ctr
"," 29.6364
"," -83.1348
"
" Crestview Pregnancy Center Inc
"," 30.7636
"," -86.5734
"
" Wakulla Pregnancy Center
"," 30.2369
"," -84.2314
"
" Love & Care Pregnancy Center
"," 25.7702
"," -80.2548
"
" Pregnancy and Family Care Center South Lake
"," 28.5665
"," -81.7455
"
" Bay Area Pregnancy Center
"," 27.9085
"," -82.7133
"
" Bay Area Pregnancy Center - Clearwater Center
"," 27.9688
"," -82.7388
"
" Kimberly Home Pregnancy Resource Center
"," 27.9677
"," -82.7882
"
" Harmony Pregnancy & Resource Center
"," 29.4853
"," -82.8557
"
" Florida Pregnancy Care Center
"," 28.667
"," -81.3393
"
" Verity Pregnancy & Medical Resource Center
"," 26.5483
"," -81.809
"
" Lifeline Family Center Inc.
"," 26.6353
"," -81.9643
"
" Alpha Women's Center
"," 29.4744
"," -81.2235
"
" A New Generation
"," 28.5561
"," -82.3864
"
" A New Generation
"," 28.5562
"," -82.3836
"
" Choices Women's Clinic
"," 27.9387
"," -82.2887
"
" Care Net Manasota Pregnancy Center
"," 27.4503
"," -82.5873
"
" First Care Women's Clinic
"," 26.3611
"," -80.0898
"
" First Care Women's Clinic
"," 26.6859
"," -80.6702
"
" Choices Family Resource Centers
"," 27.473
"," -81.4691
"
" Choices Family Resource Centers
"," 27.2953
"," -81.3629
"
" Choices Family Resource Centers
"," 27.5952
"," -81.5024
"
" Apopka Pregnancy Care Center
"," 28.6926
"," -81.5495
"
" Life Choices Women's Center
"," 28.6632
"," -81.3706
"
" Life Choices Medical Clinic
"," 28.6556
"," -81.3655
"
" Sussex Pregnancy Care Center
"," 38.6976
"," -75.3985
"
" Pregnancy Help Center of Kent County
"," 39.1483
"," -75.5247
"
" Birthright of Wilmington
"," 39.7565
"," -75.5653
"
" A Door of Hope Pregnancy Center
"," 39.4496
"," -75.7056
"
" A Door of Hope Pregnancy Center
"," 39.6748
"," -75.7007
"
" A Door of Hope Pregnancy Center
"," 39.7548
"," -75.5933
"
" The Northwest Center
"," 38.9244
"," -77.0405
"
" Capitol Hill Pregnancy Center
"," 38.895
"," -76.9952
"
" In Our Blessed Mother's Arms
"," 41.32
"," -72.919
"
" Birthright of Windham
"," 41.7135
"," -72.2129
"
" Birthright of Greater Stamford
"," 41.056
"," -73.5407
"
" Birthright of Greater Norwalk
"," 41.1191
"," -73.407
"
" Birthright of Newington
"," 41.6967
"," -72.721
"
" Birthright of New London
"," 41.355
"," -72.0985
"
" Birthright of Greater Meriden
"," 41.5349
"," -72.7928
"
" Birthright of Greater Hartford
"," 41.7698
"," -72.6432
"
" Birthright of Greater Danbury
"," 41.3992
"," -73.4384
"
" Birthright of Westbrook
"," 41.276
"," -72.5142
"
" Carolyn's Place Pregnancy Care Center
"," 41.5602
"," -73.0621
"
" Crisis Pregnancy Center Inc.
"," 41.7573
"," -72.8884
"
" Two Hearts Pregnancy Care Center
"," 41.8085
"," -73.1186
"
" Hopeline Pregnancy Resource Center
"," 41.1004
"," -73.5484
"
" Care Net Pregnancy Resource Center of Southeastern Connecticut
"," 41.3333
"," -72.0998
"
" St Gianna Pregnancy Center
"," 41.3124
"," -72.9449
"
" A Better Choice (ABC) Women's Center
"," 41.5514
"," -72.6413
"
" The Women's Center of Eastern Connecticut
"," 41.7127
"," -72.2173
"
" Hopeline Pregnancy Resource Center
"," 41.3986
"," -73.4588
"
" Hope Pregnancy Center
"," 41.5022
"," -72.9024
"
" Hopeline Pregnancy Resource Center
"," 41.2242
"," -73.2187
"
" The Pregnancy Center
"," 39.0812
"," -108.561
"
" Birthline
"," 39.7516
"," -104.967
"
" Open Arms Pregnancy Resource Center
"," 37.6242
"," -104.78
"
" Real Choices
"," 40.0066
"," -105.272
"
" The Pregnancy Center
"," 39.0676
"," -108.557
"
" Life Guard
"," 37.2477
"," -107.875
"
" Hope Pregnancy Center Trinidad Co
"," 37.1572
"," -104.512
"
" Eastern Plains Women's Resource Center
"," 39.7098
"," -104.226
"
" Durango Pregnancy Center
"," 37.2782
"," -107.879
"
" Caring Pregnancy Resource Center of Northeast Colorado
"," 40.1303
"," -102.722
"
" Caring Pregnancy Resource Center of Northeast Colorado
"," 40.6236
"," -103.207
"
